timestamp,configuration_id,run_id,ablation_mode,p,gamma,tau_e,delay_s,packet_loss,sensor_noise,pose_rmse,map_alignment_rmse,fusion_time_ms,theta_mean,theta_std,false_constraint_acceptance_rate,map_consistency_score,accepted_constraints,success
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p1,1,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.1,0.4043377770632626,0.2261599362877727,6.261488798341898,0.8873379779767441,0.047865799321496025,0.029742773814139565,0.7664043702586925,94,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p1,2,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.1,0.4178029930635471,0.23094739713700402,6.47698223789628,0.8694540639474182,0.058229410734107444,0.0344641271178816,0.7604365710835257,97,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p1,3,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.1,0.4002755307796179,0.2234946026474115,6.476060838792207,0.8839422277986937,0.04500393253068132,0.030639251861144867,0.7688455843873023,105,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p1,4,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.1,0.4134631249914504,0.22834539971074533,6.100553986576966,0.8769679671759856,0.0549047664192538,0.03248045666553981,0.7635344861228698,106,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p1,5,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.1,0.40744784160958913,0.2246296058562322,6.430831589449541,0.8747792869221783,0.052157604914298286,0.033058268252544924,0.7671058270806315,108,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p2,1,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.2,0.4306454322827832,0.23941818217950211,6.550781586669233,0.8201913247472767,0.057370123891755484,0.0517848984727843,0.7476355932023019,95,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p2,2,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.2,0.4309000149006163,0.2424510450787856,6.456331776628715,0.8231098471193274,0.054374068057335724,0.0509443640296337,0.744812863913806,90,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p2,3,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.2,0.4373342777699892,0.24912272563110913,6.59075808780139,0.8183652544601789,0.0530766545067772,0.05231080671546846,0.7377995726900237,96,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p2,4,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.2,0.44512969749784476,0.2448420573806613,7.080948365280684,0.8270075586853297,0.05285208881263632,0.04982182309862504,0.7427024868446824,96,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p2,5,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.2,0.4402763277941502,0.24666630606203296,5.755645670496321,0.8181305774322247,0.0596394441923375,0.05237839369951927,0.7402390955130872,97,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p3,1,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.3,0.47342790002960733,0.2634797429278215,5.5309933162176215,0.7330721313894211,0.09496479040810975,0.08328149500650063,0.7156998833205533,80,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p3,2,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.3,0.45566111684873145,0.2582274128878073,6.805948964435572,0.7462092008614718,0.09644850652953162,0.0791827293312208,0.7219769047793876,90,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p3,3,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.3,0.47863649068391334,0.26900580864613116,6.266360208462464,0.7381830297488691,0.08884754546796635,0.08168689471835285,0.7105724676742807,80,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p3,4,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.3,0.46962547361199297,0.2670209758242486,6.890533925849107,0.7351719486516686,0.08240219111778314,0.0826263520206794,0.7123224361705816,90,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0_loss0p3_noise0p3,5,baseline_graph_slam,2.0,0.1,0.5,0.0,0.3,0.3,0.470178528819756,0.26300274497202325,6.410162675474525,0.7446889978117491,0.06961574035794309,0.07965703268273426,0.7170829968572932,82,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p1,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.1,0.35927478512929606,0.19997319399287564,6.561493205896812,0.8634010684422331,0.03984540787382277,0.03606211793125046,0.7910112765243118,142,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p1,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.1,0.35882533552906853,0.19795271774425505,6.666351825864041,0.8682339428382994,0.04061912342349011,0.034786239090688974,0.7933507224830727,148,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p1,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.1,0.35602831332235374,0.19556826746308525,5.797005107667989,0.8677955875119403,0.04072894899169805,0.034901964896847756,0.7957062413127028,141,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p1,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.1,0.35978752300874334,0.20096859594552488,6.885806128104366,0.8685611609049128,0.037257690162293924,0.03469985352110303,0.7903564406741994,149,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p1,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.1,0.35982181664682994,0.19598746161489197,6.566646845560384,0.8681302797083242,0.043732425710217473,0.0348136061570024,0.7953091368458574,144,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p2,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.2,0.39483013073693785,0.21724307329853415,6.5883779178030695,0.8096601589242503,0.049913497998908686,0.054817874229815926,0.7690524581440118,123,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p2,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.2,0.3893403497144968,0.2180767273259188,6.264105475624695,0.8188965847351259,0.0501447398349872,0.05215778359628372,0.7688838267750103,132,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p2,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.2,0.3989426200670443,0.22131139438546976,6.209993840360361,0.8201970551317784,0.04700860567281974,0.05178324812204781,0.7657427935840183,129,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p2,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.2,0.3885053903546843,0.2169835535845609,6.591375504158399,0.8161700957222544,0.049816863725802525,0.052943012431990726,0.7697806933074415,133,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p2,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.2,0.3869140691268885,0.2117856132568825,6.362093083809763,0.8106654845764297,0.04553693127344975,0.05452834044198823,0.7745823016326204,137,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p3,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.3,0.41857318539220767,0.23192531835155034,6.070836503114583,0.7471910817921966,0.06800439971982425,0.07887638248083466,0.7483555860282409,120,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p3,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.3,0.4175852643225875,0.23886191120347988,6.288212581427969,0.7440135837175904,0.06847006665673515,0.0798677618801118,0.7411711483264922,120,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p3,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.3,0.4289110406038871,0.23215424662911793,6.837575858913178,0.7537860890384183,0.07415396766173675,0.0768187402200135,0.7486410683158786,121,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p3,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.3,0.41366341617363644,0.23091829639070657,6.912968776525113,0.7489063517295238,0.06592787150689995,0.07834121826038858,0.7494963990441963,125,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0_noise0p3,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.0,0.3,0.4222004152233898,0.24123343651910137,6.7295738597467825,0.7517925049083556,0.07621841056128006,0.07744073846859306,0.7394063788637504,124,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p1,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.1,0.38251563669401606,0.21381427077627735,6.647583194796934,0.8633639264427074,0.04506939669442234,0.03607192341912524,0.7771677483689413,130,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p1,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.1,0.37044214275271276,0.20537201756354542,6.843063800968421,0.8531994553711986,0.03622861564511933,0.03875534378200358,0.7849391464909538,122,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p1,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.1,0.38588148029495434,0.2168982470781016,6.770826824866691,0.8640336781832283,0.03955757036359177,0.03589510895962773,0.7741279756819915,125,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p1,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.1,0.38466401795838,0.21122566861711348,6.7875180898320355,0.8541468233676942,0.04370327253268139,0.03850523863092873,0.7791480217251544,127,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p1,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.1,0.3918294086999938,0.2150119223678572,6.326772683769585,0.8520175034257922,0.05561197867018431,0.03906737909559086,0.7752212328582451,124,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p2,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.2,0.4190430707338546,0.2383963348007592,5.583690018189738,0.8078831945683552,0.05234540195110197,0.05532963996431369,0.7477712552081625,118,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p2,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.2,0.41598839330830045,0.23195564241762176,6.371207141312623,0.8057294258965279,0.056238661797872395,0.055949925341799975,0.7540568762469282,114,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p2,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.2,0.41647581322212834,0.23390112002408556,6.096198886538381,0.8048899607982762,0.047366130771039364,0.056191691290096435,0.7520509571533903,113,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p2,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.2,0.4217549137625083,0.23164915009424109,6.678895475998575,0.8027820369331449,0.062025984610086106,0.05679877336325428,0.7541511565649454,114,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p2,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.2,0.40948628716688606,0.22860927067914144,6.503520464342989,0.8132030575274966,0.05473588418265854,0.05379751943208099,0.7579413494628384,123,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p3,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.3,0.44493818643404653,0.2488939190971233,6.824545989552404,0.7317123246271985,0.07542967240665374,0.08370575471631408,0.7301796422237982,107,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p3,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.3,0.4453947995138725,0.25644115556057917,6.765187304896918,0.7259339839917556,0.07620680339201467,0.08550859699457225,0.7221816951907777,106,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p3,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.3,0.44675474811755117,0.2524123634598564,6.856980159057427,0.7394295795036991,0.07123038511489413,0.08129797119484587,0.7272631437414321,117,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p3,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.3,0.4453738100255663,0.24984810681457886,6.007291436503679,0.7461443402582283,0.0731255394017907,0.07920296583943277,0.730351151725563,104,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p1_noise0p3,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.1,0.3,0.4402534553727897,0.24330370245640018,6.567169710845173,0.7283004861676278,0.07702900743981826,0.08477024831570014,0.7355037354646747,111,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p1,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.1,0.42309370936954144,0.23118421487905305,6.60079020664913,0.8314645475777236,0.046832934086104706,0.044493359439480976,0.7576924452610767,95,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p1,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.1,0.4243076209072216,0.24042104797765393,7.2668178689550444,0.8375767672647406,0.0464124672516029,0.04287973344210848,0.7488590186618189,93,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p1,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.1,0.425311316566271,0.24207756718882545,6.882009195707331,0.8398236951360196,0.04596746255001081,0.04228654448409082,0.7473507966901518,94,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p1,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.1,0.4193905084501313,0.237817299640055,6.750156483886004,0.8382230116998755,0.053106493908415445,0.04270912491123288,0.7515054191321369,95,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p1,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.1,0.437883145229142,0.24104436874265417,6.6440721129496465,0.82673823584996,0.049049422160169984,0.04574110573561057,0.7475203548234431,97,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p2,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.2,0.45661427118954917,0.25425006491958274,7.189000689809935,0.786336046094939,0.054423013129328915,0.06153521872465756,0.7303661303992529,86,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p2,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.2,0.4517630738049616,0.24630021183410755,6.337859480073838,0.7819957467488097,0.06175183063574253,0.06278522493634281,0.7380034819318068,92,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p2,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.2,0.46133222710410293,0.2597236408949839,6.815726338376348,0.7584254695876027,0.08217697062578393,0.06957346475877042,0.7228829929153235,87,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p2,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.2,0.4536998090239903,0.25417182234430763,6.364897698946781,0.7706584831979661,0.07005507008448815,0.06605035683898575,0.7293155884459459,85,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p2,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.2,0.4614298142462955,0.2601289380219408,7.192747812999985,0.7850744173300034,0.06274326340548954,0.06189856780895902,0.7243964200258194,94,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p3,1,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.3,0.4936427936102735,0.2816449413586181,7.621263655182084,0.701767424381516,0.07700971190018095,0.09304856359296702,0.6950929177431401,80,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p3,2,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.3,0.4921824307763792,0.2812112997969628,6.0695316717227135,0.6958129209987381,0.0778949124818738,0.09490636864839369,0.6950621080409388,77,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p3,3,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.3,0.4862801577685766,0.2775673547520726,6.719591543863905,0.717158232469976,0.07012336513377092,0.08824663146936748,0.7003709873805856,86,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p3,4,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.3,0.4916258430468836,0.2788660014704079,7.691101215594352,0.6994978374492762,0.07708715952548047,0.09375667471582583,0.6976948298506357,78,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay0p5_loss0p3_noise0p3,5,baseline_graph_slam,2.0,0.1,0.5,0.5,0.3,0.3,0.4903618036332841,0.2719720483361794,7.143582070830034,0.6988688217001212,0.07921771856623415,0.09395292762956217,0.70453971975643,82,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay2_loss0_noise0p1,1,baseline_graph_slam,2.0,0.1,0.5,2.0,0.0,0.1,0.413078239098776,0.23221682388619289,7.403617049176134,0.7399572030086176,0.03312818424358588,0.06865129840572497,0.7506203515123758,123,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay2_loss0_noise0p1,2,baseline_graph_slam,2.0,0.1,0.5,2.0,0.0,0.1,0.41107833252173903,0.22319515540651597,8.102789875625932,0.7535235830658034,0.036893560116293744,0.06506977407062792,0.7605374010758271,122,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay2_loss0_noise0p1,3,baseline_graph_slam,2.0,0.1,0.5,2.0,0.0,0.1,0.410454220308798,0.22994636970307017,7.6696328971206205,0.7430191878077809,0.03597370610758947,0.06784293441874585,0.7530928966922434,117,1
20260604_105425,baseline_graph_slam_p2_gamma0p1_delay2_loss0_noise0p1,4,baseline_graph_slam,2.0,0.1,0.5,2.0,0.0,0.1,0.4059677333167087,0.22886119442969774,7.707276443149643,0.7458635902522759,0.035624114667541645,0.06709201217339916,0.7543658025269524,120,1
